gene_id,rna_wald_padj_E,rna_wald_padj_M,rna_wald_padj_L,rna_wald_pval_E,rna_wald_pval_M,rna_wald_pval_L
ENSG00000008056,0.126049777286169,0.00292345015116656,0.0269175208333707,0.0543769734829573,0.00105058937196732,0.0131626359429909
ENSG00000008083,0.00891305246361385,9.91758666945252e-06,0.000417288572618846,0.00193431303317257,1.72150120628342e-06,0.000115883267233135
ENSG00000008086,0.0253857277902461,0.0176337146272198,0.000626120398729813,0.00705426559253667,0.00820133888789978,0.000183042072237417
ENSG00000008118,0.287861292745041,0.191421460425963,0.288659326430905,0.162610752782134,0.130503287942413,0.210789393165913
ENSG00000008128,0.0568441703599359,0.0191168644713898,0.0507241605109191,0.0194544911596912,0.00900216931905079,0.0273701245378641
ENSG00000008130,0.114468177667416,0.130468445855261,0.184561954851126,0.0479946875072282,0.083022673489656,0.123168909184457
ENSG00000008226,0.0191256783544615,0.00292093534296043,2.50542966880762e-05,0.00495421125422367,0.00104882939688262,4.9918540633704e-06
ENSG00000008256,0.697725274739857,0.576428476608868,0.688169996215712,0.567847647149607,0.493383696080472,0.609907685990635
ENSG00000008277,0.298690517418504,0.0338751020966698,0.0151182128411991,0.171314790544482,0.0172928842871111,0.00683607704031935
ENSG00000008282,0.271214485539026,0.0338337012338667,0.003711616566221,0.150055262402102,0.0172677394231397,0.00137431434785758
ENSG00000008283,0.160472886688286,0.00647778984863975,0.0134918659809837,0.0746249155140797,0.00260662516725518,0.00600233720038191
ENSG00000008294,0.416102337492934,0.0528669127544282,0.344219783382062,0.270833944096533,0.0290025489728424,0.260255777906148
ENSG00000008300,2.87943044849454e-05,0.0288380054069998,0.157852919684437,2.46749817975768e-06,0.0143952895873403,0.102257334661051
ENSG00000008311,0.00656402188507854,0.00118381647938087,0.00015137218734389,0.00133700030929329,0.0003769495047833,3.68428098507382e-05
ENSG00000008323,0.000898046766739385,0.00187602909130399,0.0107992253398313,0.000127250789337079,0.000634496741974153,0.00463994214257299
ENSG00000008324,0.979897341256235,0.192385752515552,0.0259823955466629,0.967760411996868,0.131320321054529,0.0126339667808681
ENSG00000008382,0.00236424853224851,9.7388765942785e-05,1.4342211006271e-07,0.000393872025620399,2.24281583770097e-05,1.65827033739687e-08
ENSG00000008394,0.158881320612775,0.916225975357393,0.732298838814038,0.0737115124990365,0.888968334037646,0.660258061735022
ENSG00000008405,0.156911105453663,0.00141942736524075,6.82411619963595e-05,0.0724484071701722,0.000462150879734068,1.52505287358227e-05
ENSG00000008438,0.0485989525537019,0.00602676651710672,0.000154755516719955,0.0159356408960313,0.00240156323699334,3.77488270012644e-05
ENSG00000008441,0.000244714577848622,9.17471731786148e-07,2.82534739092022e-06,2.85698541164979e-05,1.2117825510511e-07,4.41868659751006e-07
ENSG00000008513,0.253279650166199,0.0255233589872253,0.0825776425116909,0.136906701977356,0.0125166407265194,0.0478269112401775
ENSG00000008516,0.00522558222561174,1.41581169798794e-05,4.86227795267413e-05,0.00101173267340723,2.55238780685037e-06,1.04599199764176e-05
ENSG00000008517,0.0252755076410154,0.535656743869701,0.203265455092685,0.00700854607438146,0.451819511407932,0.13859008301774
ENSG00000008710,0.261729851584478,0.00148500119611205,0.00756153752530136,0.143298441622832,0.000487109258058563,0.00308394578932819
ENSG00000008735,0.0357048604631075,0.0156678139022463,0.000748367569712537,0.0107681661074288,0.00715401353583696,0.000224102247822535
