gene_symbol,score_layer,score_direction,score_early,score_serum,score_rescue,positive_score,leakage_mult,het_mult,audit_score_raw,audit_score,is_hk,is_plasma_hi,rescue_eligible
ECT2L,0,0.25,0,0,0,0.05,1,0.3,0.015,0.0201581974178705,FALSE,FALSE,FALSE
EDA,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
EDA2R,0,0.375,0,0,0,0.075,1,0.7,0.0525,0.0705536909625467,FALSE,FALSE,FALSE
EDAR,0.25,0.25,0.983190116662795,0,0,0.296638023332559,1,1,0.296638023332559,0.398645855732306,FALSE,FALSE,FALSE
EDARADD,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
EDC3,0.25,0.375,0.945845473700708,0,0,0.314169094740142,1,0.3,0.0942507284220425,0.126661652687309,FALSE,FALSE,FALSE
EDDM13,0,0.25,0,0,0,0.05,1,0.7,0.035,0.0470357939750311,FALSE,FALSE,FALSE
EDF1,0.5,0.875,0.964085035780818,0,0,0.467817007156164,1,0.7,0.327471905009315,0.440082887332259,FALSE,FALSE,FALSE
EDIL3,0.5,1,0.901841812684088,0.3,0,0.510368362536818,1,1,0.510368362536818,0.685873747190164,FALSE,FALSE,FALSE
EDN3,0,0.25,0,0,0,0.05,1,0.3,0.015,0.0201581974178705,FALSE,FALSE,FALSE
EDNRA,0.25,0.375,0.631348877669734,0,0,0.251269775533947,1,0.7,0.175888842873763,0.236373467883341,FALSE,FALSE,FALSE
EDNRB,0,0.375,0,0,0,0.075,1,1,0.075,0.100790987089352,FALSE,FALSE,FALSE
EDRF1,0.25,0.25,0.649195671509524,0,0,0.229839134301905,1,1,0.229839134301905,0.308876176240683,FALSE,FALSE,FALSE
EEF1A1,0.5,1,0.995886658635315,0,0,0.499177331727063,0,0.3,0,0,TRUE,FALSE,FALSE
EEF1A2,0.25,0.25,0,0,0,0.1,1,0.3,0.03,0.040316394835741,FALSE,FALSE,FALSE
EEF1AKMT3,0.25,0.375,0.40625001515391,0,0,0.206250003030782,1,0.7,0.144375002121547,0.194022652998108,FALSE,FALSE,FALSE
EEF1B2,0.25,0.25,0.985608441608158,0,0,0.297121688321632,1,1,0.297121688321632,0.399295843354562,FALSE,FALSE,FALSE
EEF1E1-BLOC1S5,0.25,0,0.994738522367699,0,0,0.24894770447354,1,1,0.24894770447354,0.334555798233553,FALSE,FALSE,FALSE
EEF2,0.5,0.875,0.983193639549368,0,0,0.471638727909874,0,0.3,0,0,TRUE,FALSE,FALSE
EEF2K,0.5,0.625,0.989548504466026,0,0,0.422909700893205,1,0.7,0.296036790625244,0.397837871225097,FALSE,FALSE,FALSE
EFCAB12,0,0.25,0,0,0,0.05,1,0.3,0.015,0.0201581974178705,FALSE,FALSE,FALSE
EFCAB2,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
EFCAB6,0,0.25,0,0,0,0.05,1,0.3,0.015,0.0201581974178705,FALSE,FALSE,FALSE
EFCAB8,0,0.375,0,0,0,0.075,1,0.7,0.0525,0.0705536909625467,FALSE,FALSE,FALSE
EFCC1,0,0.25,0,0,0,0.05,1,0.7,0.035,0.0470357939750311,FALSE,FALSE,FALSE
EFHC1,0,0.125,0,0,0,0.025,1,0.7,0.0175,0.0235178969875156,FALSE,FALSE,FALSE
EFHC2,0.25,0.25,0.385038986691505,0,0,0.177007797338301,1,0.7,0.123905458136811,0.166514045751568,FALSE,FALSE,FALSE
EFNA1,0,0.375,0,0,0,0.075,1,1,0.075,0.100790987089352,FALSE,FALSE,FALSE
EFNA3,0.25,0.5,0.99417390106191,0,0,0.348834780212382,1,1,0.348834780212382,0.46879202438271,FALSE,FALSE,FALSE
EFNA4,0.25,0.375,0.781206248288793,0,0,0.281241249657759,1,0.7,0.196868874760431,0.264568109523653,FALSE,FALSE,FALSE
EFNA5,0.25,0.25,0.983135370973175,0,0,0.296627074194635,1,1,0.296627074194635,0.398631141406718,FALSE,FALSE,FALSE
EFNB1,0.5,1,0.979153560273377,0.3,0,0.525830712054676,1,1,0.525830712054676,0.706653286798504,FALSE,FALSE,FALSE
EFNB2,0.5,0.875,0.995307772873691,0.3,0,0.504061554574738,1,0.7,0.352843088202317,0.474178708634226,FALSE,FALSE,FALSE
EFNB3,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
EFR3B,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
EGF,0.25,0.5,0.950553908056712,0,0,0.340110781611342,1,1,0.340110781611342,0.457068018644512,FALSE,FALSE,FALSE
EGFL6,0.25,0.25,0.959441957003567,0,0,0.291888391400713,1,1,0.291888391400713,0.392262921189349,FALSE,FALSE,FALSE
EGFL7,0,0.25,0,0,0,0.05,1,0.7,0.035,0.0470357939750311,FALSE,FALSE,FALSE
EGFL8,0,0.25,0,0,0,0.05,1,0.3,0.015,0.0201581974178705,FALSE,FALSE,FALSE
EGFLAM,0,0.5,0,0,0,0.1,1,0.3,0.03,0.040316394835741,FALSE,FALSE,FALSE
EGLN2,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
EGLN3,0.25,0.25,0.961784678903815,0,0,0.292356935780763,1,1,0.292356935780763,0.392892588530154,FALSE,FALSE,FALSE
EGR1,0.25,0.5,0.973658429953873,0,0,0.344731685990775,1,0.7,0.241312180193542,0.324294571178544,FALSE,FALSE,FALSE
EGR3,0.25,0.25,0.936974786230651,0,0,0.28739495724613,1,1,0.28739495724613,0.386224285671196,FALSE,FALSE,FALSE
EHD3,0.25,0.5,0,0,0,0.15,1,1,0.15,0.201581974178705,FALSE,FALSE,FALSE
EHHADH,0.25,0.375,0.738040701528951,0,0,0.27260814030579,1,0.3,0.0817824420917371,0.109905774200053,FALSE,FALSE,FALSE
EHMT1,0.25,0.25,0.921770850180719,0,0,0.284354170036144,1,1,0.284354170036144,0.382137833078887,FALSE,FALSE,FALSE
EHMT2,0,0.375,0,0,0,0.075,1,0.7,0.0525,0.0705536909625467,FALSE,FALSE,FALSE
EID1,0,0.25,0,0,0,0.05,1,0.7,0.035,0.0470357939750311,FALSE,FALSE,FALSE
EID2,0,0.125,0,0,0,0.025,1,0.7,0.0175,0.0235178969875156,FALSE,FALSE,FALSE
EID2B,0,0,0,0,0,0,1,0.3,0,0,FALSE,FALSE,FALSE
EIF1,0.25,0.25,0,0,0,0.1,1,0.3,0.03,0.040316394835741,FALSE,FALSE,FALSE
EIF1B,0,0.125,0,0,0,0.025,1,0.7,0.0175,0.0235178969875156,FALSE,FALSE,FALSE
EIF2AK2,0.25,0.125,0,0,0,0.075,1,1,0.075,0.100790987089352,FALSE,FALSE,FALSE
EIF2AK3,0.5,1,0.612560211876079,0.3,0,0.452512042375216,1,0.3,0.135753612712565,0.182436541683267,FALSE,FALSE,FALSE
EIF2B4,0.5,0.875,0.680830944159031,0,0,0.411166188831806,1,0.3,0.123349856649542,0.165767384120499,FALSE,FALSE,FALSE
EIF2D,0.5,0.875,0.683598855238525,0,0,0.411719771047705,1,1,0.411719771047705,0.553301895041338,FALSE,FALSE,FALSE
EIF2S3,0.25,0.125,0.341822942175371,0,0,0.143364588435074,1,0.3,0.0430093765305223,0.0577994335281195,FALSE,FALSE,FALSE
EIF2S3B,0.25,0,0.419833975452573,0,0,0.133966795090515,1,0.3,0.0401900385271544,0.0540105820574799,FALSE,FALSE,FALSE
EIF3A,0.5,0.875,0.991027379306819,0,0,0.473205475861364,0,0.7,0,0,TRUE,FALSE,FALSE
EIF3D,0.5,1,0.673624923937445,0,0,0.434724984787489,1,1,0.434724984787489,0.584218137721796,FALSE,FALSE,FALSE
EIF3F,0.5,0.625,0.992890001564014,0,0,0.423578000312803,1,1,0.423578000312803,0.569237930144819,FALSE,FALSE,FALSE
EIF3K,0.5,0.875,0.592533355284426,0,0,0.393506671056885,1,1,0.393506671056885,0.528825677360914,FALSE,FALSE,FALSE
EIF4A1,0.25,0.125,0.335449921473272,0,0,0.142089984294654,1,0.3,0.0426269952883963,0.0572855590902752,FALSE,FALSE,FALSE
EIF4B,0.5,1,0.962907785129105,0,0,0.492581557025821,1,0.3,0.147774467107746,0.198591125418571,FALSE,FALSE,FALSE
EIF4E,0.25,0.375,0.388451576065811,0,0,0.202690315213162,1,0.7,0.141883220649214,0.190673998142008,FALSE,FALSE,FALSE
EIF4E3,0.5,0.75,0.97560415061083,0,0,0.445120830122166,1,0.3,0.13353624903665,0.17945667136818,FALSE,FALSE,FALSE
EIF4EBP1,0.5,0.75,0.959996434501753,0,0,0.441999286900351,1,1,0.441999286900351,0.593993925593016,FALSE,FALSE,FALSE
EIF4EBP2,0.25,0.5,0.990039218671281,0,0,0.348007843734256,1,1,0.348007843734256,0.467680721130837,FALSE,FALSE,FALSE
EIF4EBP3,0.25,0,0.991142657245913,0,0,0.248228531449183,1,0.3,0.0744685594347548,0.100076794834014,FALSE,FALSE,FALSE
EIF4ENIF1,0.25,0.5,0,0,0,0.15,1,0.3,0.045,0.0604745922536115,FALSE,FALSE,FALSE
EIF5,0.25,0.375,0,0,0,0.125,1,0.7,0.0875,0.117589484937578,FALSE,FALSE,FALSE
EIF5A2,0.25,0.25,0.986282542697448,0,0,0.29725650853949,1,0.7,0.208079555977643,0.27963391786801,FALSE,FALSE,FALSE
EIF5AL1,0.25,0,0.5681857412277,0,0,0.16363714824554,1,0.3,0.049091144473662,0.0659725987846187,FALSE,FALSE,FALSE
EIF6,0.25,0.375,0.647126392000631,0,0,0.254425278400126,1,0.3,0.0763275835200379,0.102575099801728,FALSE,FALSE,FALSE
ELAC1,0,0.5,0,0,0,0.1,1,0.3,0.03,0.040316394835741,FALSE,FALSE,FALSE
ELAC2,0.25,0.375,0,0,0,0.125,1,0.7,0.0875,0.117589484937578,FALSE,FALSE,FALSE
ELAPOR1,0.25,0.375,0,0,0,0.125,1,0.3,0.0375,0.0503954935446762,FALSE,FALSE,FALSE
ELAVL2,0,0.125,0,0,0,0.025,1,1,0.025,0.0335969956964508,FALSE,FALSE,FALSE
ELAVL4,0,0.25,0,0,0,0.05,1,0.3,0.015,0.0201581974178705,FALSE,FALSE,FALSE
ELF2,0,0.25,0,0,0,0.05,1,0.7,0.035,0.0470357939750311,FALSE,FALSE,FALSE
ELF3,0.25,0,0,0,0,0.05,1,1,0.05,0.0671939913929016,FALSE,FALSE,FALSE
ELF4,0,0.25,0,0,0,0.05,1,0.7,0.035,0.0470357939750311,FALSE,FALSE,FALSE
ELFN1,0,0.375,0,0,0,0.075,1,1,0.075,0.100790987089352,FALSE,FALSE,FALSE
ELFN2,0.25,0.125,0.32976082951395,0,0,0.14095216590279,1,0.3,0.042285649770837,0.0568268317348974,FALSE,FALSE,FALSE
ELL,0.25,0.5,0.810042383763872,0,0,0.312008476752774,1,0.7,0.218405933726942,0.293511328620136,FALSE,FALSE,FALSE
ELL2,0,0,0,0,0,0,1,0.3,0,0,FALSE,FALSE,FALSE
ELL3,0.25,0,0.49445312667896,0,0,0.148890625335792,1,0.3,0.0446671876007376,0.0600273323837817,FALSE,FALSE,FALSE
ELMO1,0.25,0.25,0,0,0,0.1,1,0.7,0.07,0.0940715879500622,FALSE,FALSE,FALSE
ELMO2,0.25,0.5,0,0,0,0.15,1,0.7,0.105,0.141107381925093,FALSE,FALSE,FALSE
ELMOD2,0.25,0.375,0,0,0,0.125,1,0.7,0.0875,0.117589484937578,FALSE,FALSE,FALSE
ELMOD3,0,0.125,0,0,0,0.025,1,1,0.025,0.0335969956964508,FALSE,FALSE,FALSE
ELN,0.25,0.125,0.452545711421751,0,0,0.16550914228435,1,1,0.16550914228435,0.222424397642023,FALSE,FALSE,FALSE
ELOA,0.5,1,0.965238783881892,0,0,0.493047756776378,1,0.3,0.147914327032914,0.198779080350729,FALSE,FALSE,FALSE
ELOA2,0.25,0,0.838270768718955,0,0,0.217654153743791,1,1,0.217654153743791,0.292501026665791,FALSE,FALSE,FALSE
ELOB,0.5,0.75,0.656198805509396,0,0,0.381239761101879,1,1,0.381239761101879,0.512340424522231,FALSE,FALSE,FALSE
ELOC,0.5,0.5,0.960651801571763,0,0,0.392130360314353,1,1,0.392130360314353,0.52697608111716,FALSE,FALSE,FALSE
ELOF1,0.25,0.375,0,0,0,0.125,1,0.7,0.0875,0.117589484937578,FALSE,FALSE,FALSE
ELOVL1,0.5,0.875,0.986321738475917,0,0,0.472264347695183,1,0.7,0.330585043386628,0.444266571198862,FALSE,FALSE,FALSE
ELOVL2,0,0.375,0,0,0,0.075,1,0.7,0.0525,0.0705536909625467,FALSE,FALSE,FALSE
ELOVL3,0.25,0,0.426426928894803,0,0,0.135285385778961,1,1,0.135285385778961,0.181807300952337,FALSE,FALSE,FALSE
ELOVL4,0.25,0.375,0.797838532569414,0,0,0.284567706513883,1,0.3,0.0853703119541648,0.11472744013315,FALSE,FALSE,FALSE
ELOVL7,0.25,0.5,0.851675033579593,0,0,0.320335006715919,1,1,0.320335006715919,0.43049175368229,FALSE,FALSE,FALSE
ELP1,0.25,0.25,0,0,0,0.1,1,0.3,0.03,0.040316394835741,FALSE,FALSE,FALSE
ELP2,0.25,0.5,0,0,0,0.15,1,0.7,0.105,0.141107381925093,FALSE,FALSE,FALSE
ELP4,0.25,0.375,0,0,0,0.125,1,0.3,0.0375,0.0503954935446762,FALSE,FALSE,FALSE
ELP5,0.25,0.375,0,0,0,0.125,1,0.3,0.0375,0.0503954935446762,FALSE,FALSE,FALSE
ELP6,0,0.125,0,0,0,0.025,1,0.7,0.0175,0.0235178969875156,FALSE,FALSE,FALSE
EMC10,0.25,0.375,0,0,0,0.125,1,0.3,0.0375,0.0503954935446762,FALSE,FALSE,FALSE
EMCN,0,0.25,0,0,0,0.05,1,1,0.05,0.0671939913929016,FALSE,FALSE,FALSE
EME1,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
EMID1,0.25,0.125,0.84764743564182,0,0,0.244529487128364,1,0.7,0.171170640989855,0.230032771547795,FALSE,FALSE,FALSE
EMILIN3,0.25,0.25,0.979486874269062,0,0,0.295897374853812,1,0.3,0.0887692124561437,0.119295153954656,FALSE,FALSE,FALSE
EML1,0.25,0.375,0,0,0,0.125,1,0.7,0.0875,0.117589484937578,FALSE,FALSE,FALSE
EML2,0.25,0.25,0.351017626771477,0,0,0.170203525354295,1,1,0.170203525354295,0.228733084353961,FALSE,FALSE,FALSE
EML3,0.25,0.125,0,0,0,0.075,1,1,0.075,0.100790987089352,FALSE,FALSE,FALSE
EML5,0,0.25,0,0,0,0.05,1,0.3,0.015,0.0201581974178705,FALSE,FALSE,FALSE
EML6,0,0.125,0,0,0,0.025,1,0.3,0.0075,0.0100790987089352,FALSE,FALSE,FALSE
EMP1,0,0.125,0,0,0,0.025,1,1,0.025,0.0335969956964508,FALSE,FALSE,FALSE
EMP2,0.25,0.375,0.591751229427413,0,0,0.243350245885483,1,0.7,0.170345172119838,0.228923440584855,FALSE,FALSE,FALSE
EMX1,0,0.375,0,0,0,0.075,1,0.7,0.0525,0.0705536909625467,FALSE,FALSE,FALSE
EN1,0,0.375,0,0,0,0.075,1,1,0.075,0.100790987089352,FALSE,FALSE,FALSE
EN2,0.25,0,0.968435326433814,0,0,0.243687065286763,1,1,0.243687065286763,0.327486131348804,FALSE,FALSE,FALSE
ENAM,0.25,0.25,0.584861047488118,0,0,0.216972209497624,1,0.3,0.0650916628492871,0.087475372664893,FALSE,FALSE,FALSE
ENC1,0.25,0.25,0.454317218946804,0,0,0.190863443789361,1,0.7,0.133604410652552,0.179548272388826,FALSE,FALSE,FALSE
ENDOD1,0.5,0.75,0.86624506463829,0.3,0,0.453249012927658,1,1,0.453249012927658,0.609112205470044,FALSE,FALSE,FALSE
ENDOG,0.25,0,0,0,0,0.05,1,0.3,0.015,0.0201581974178705,FALSE,FALSE,FALSE
ENDOU,0.25,0.375,0.854024428941253,0,0,0.295804885788251,1,0.3,0.0887414657364752,0.119257865697804,FALSE,FALSE,FALSE
ENDOV,0,0.25,0,0,0,0.05,1,0.7,0.035,0.0470357939750311,FALSE,FALSE,FALSE
ENGASE,0.5,1,0.57789297595826,0,0,0.415578595191652,1,1,0.415578595191652,0.55848769096764,FALSE,FALSE,FALSE
ENHO,0,0,0,0,0,0,1,0.3,0,0,FALSE,FALSE,FALSE
ENKD1,0.25,0.375,0.987530243979705,0,0,0.322506048795941,1,0.3,0.0967518146387823,0.130022812001719,FALSE,FALSE,FALSE
ENO1,0.5,1,0.961678801635,0,0,0.492335760327,0,0.3,0,0,TRUE,FALSE,FALSE
ENO2,0.5,0.625,0.934360249356491,0,0,0.411872049871298,1,0.7,0.288310434909909,0.387454577636403,FALSE,FALSE,FALSE
ENO3,0.25,0.5,0.354987873849796,0,0,0.220997574769959,1,0.3,0.0662992724309878,0.0890982548216686,FALSE,FALSE,FALSE
ENO4,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
ENOPH1,0.5,0.625,0.603875495954001,0,0,0.3457750991908,1,0.7,0.24204256943356,0.325276126544689,FALSE,FALSE,FALSE
ENOSF1,0.5,0.75,0.812158543143307,0,0,0.412431708628661,1,0.3,0.123729512588598,0.166277596078524,FALSE,FALSE,FALSE
ENPEP,0.25,0.375,0.997548877916823,0,0,0.324509775583365,1,0.3,0.0973529326750094,0.130830642404766,FALSE,FALSE,FALSE
ENPP2,0.25,0.375,0,0,0,0.125,1,0.3,0.0375,0.0503954935446762,FALSE,FALSE,FALSE
ENPP3,0.25,0.375,0.959112775578092,0,0,0.316822555115618,1,0.3,0.0950467665346855,0.127731432249096,FALSE,FALSE,FALSE
ENPP6,0.25,0.375,0.992097245019505,0,0,0.323419449003901,1,1,0.323419449003901,0.434636873453302,FALSE,FALSE,FALSE
ENPP7,0.25,0,0.996579448151024,0,0,0.249315889630205,1,0.3,0.0747947668890614,0.100515178451554,FALSE,FALSE,FALSE
ENTHD1,0.25,0.125,0.95952476378168,0,0,0.266904952756336,1,0.7,0.186833466929435,0.251081727375249,FALSE,FALSE,FALSE
ENTPD3,0.25,0.25,0,0,0,0.1,1,0.3,0.03,0.040316394835741,FALSE,FALSE,FALSE
ENTPD5,0.25,0.25,0.986286032640267,0,0,0.297257206528053,1,0.3,0.089177161958416,0.119843389061544,FALSE,FALSE,FALSE
ENTPD7,0.25,0.25,0.995752706728122,0,0,0.299150541345624,1,1,0.299150541345624,0.402022378007195,FALSE,FALSE,FALSE
ENTPD8,0.25,0.5,0.94942011384998,0,0,0.339884022769996,1,0.3,0.101965206830999,0.137028984603551,FALSE,FALSE,FALSE
ENTR1,0,0.25,0,0,0,0.05,1,1,0.05,0.0671939913929016,FALSE,FALSE,FALSE
EOMES,0.25,0.375,0.326159200762589,0,0,0.190231840152518,1,0.3,0.0570695520457554,0.0766946197791847,FALSE,FALSE,FALSE
EP300,0.25,0.375,0.992629680325454,0,0,0.323525936065091,1,1,0.323525936065091,0.434779979266763,FALSE,FALSE,FALSE
EP400,0.25,0.25,0.944046868105344,0,0,0.288809373621069,1,0.7,0.202166561534748,0.271687563913968,FALSE,FALSE,FALSE
EPAS1,0.25,0.25,0.93172805154609,0,0,0.286345610309218,1,0.7,0.200441927216453,0.269369862643179,FALSE,FALSE,FALSE
EPB41,0.5,1,0.630691474113659,0,0,0.426138294822732,1,1,0.426138294822732,0.572678658290088,FALSE,FALSE,FALSE
EPB41L2,0.5,0.25,0.490930379350248,0,0,0.24818607587005,1,1,0.24818607587005,0.333532260917003,FALSE,FALSE,FALSE
EPB41L3,0,0.5,0,0,0,0.1,1,0.3,0.03,0.040316394835741,FALSE,FALSE,FALSE
EPB41L4B,0.5,0.625,0.991254162874543,0,0,0.423250832574909,1,0.3,0.126975249772473,0.170639476806461,FALSE,FALSE,FALSE
EPB41L5,0.5,1,0.969522406252332,0,0,0.493904481250467,1,0.3,0.14817134437514,0.199124480772356,FALSE,FALSE,FALSE
EPB42,0.5,0.5,0.413264067141813,0,0,0.282652813428363,1,0.3,0.0847958440285088,0.113955424276109,FALSE,FALSE,FALSE
EPC1,0,0.25,0,0,0,0.05,1,0.7,0.035,0.0470357939750311,FALSE,FALSE,FALSE
EPC2,0.25,0.375,0,0,0,0.125,1,1,0.125,0.167984978482254,FALSE,FALSE,FALSE
EPG5,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
EPGN,0,0,0,0,0,0,1,0.7,0,0,FALSE,FALSE,FALSE
EPHA10,0.25,0.125,0.338099419940203,0,0,0.142619883988041,1,0.7,0.0998339187916285,0.134164789600086,FALSE,FALSE,FALSE
EPHA2,0.5,0.75,0.965077045294026,0.3,0,0.473015409058805,1,0.7,0.331110786341164,0.444973106550101,FALSE,FALSE,FALSE
EPHA3,0,0.25,0,0,0,0.05,1,1,0.05,0.0671939913929016,FALSE,FALSE,FALSE
EPHA4,0.25,0.25,0.983560516148468,0,0,0.296712103229694,1,1,0.296712103229694,0.398745410211715,FALSE,FALSE,FALSE
EPHA5,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
EPHA6,0,0.125,0,0,0,0.025,1,0.7,0.0175,0.0235178969875156,FALSE,FALSE,FALSE
EPHA7,0.25,0.375,0.959911527651025,0,0,0.316982305530205,1,0.7,0.221887613871144,0.298190288332982,FALSE,FALSE,FALSE
EPHA8,0.25,0.5,0.946623613917469,0,0,0.339324722783494,1,1,0.339324722783494,0.456011650042256,FALSE,FALSE,FALSE
EPHB1,0,0.375,0,0,0,0.075,1,0.7,0.0525,0.0705536909625467,FALSE,FALSE,FALSE
EPHB4,0.25,0.25,0,0,0,0.1,1,0.7,0.07,0.0940715879500622,FALSE,FALSE,FALSE
EPHB6,0.25,0.125,0.398742347433201,0,0,0.15474846948664,1,0.7,0.108323928640648,0.1455743425745,FALSE,FALSE,FALSE
EPHX1,0.75,0.75,0.995997223811772,0,0,0.499199444762354,1,0.3,0.149759833428706,0.201259219168217,FALSE,FALSE,FALSE
EPHX2,0.75,1,0.977416029749804,0,0,0.545483205949961,1,0.3,0.163644961784988,0.219919163073444,FALSE,FALSE,FALSE
EPHX3,0.25,0.375,0.886551084094986,0,0,0.302310216818997,1,1,0.302310216818997,0.406268602138438,FALSE,FALSE,FALSE
EPHX4,0.25,0.25,0.992228598704022,0,0,0.298445719740804,1,1,0.298445719740804,0.401075182470239,FALSE,FALSE,FALSE
EPM2A,0,0.25,0,0,0,0.05,1,0.7,0.035,0.0470357939750311,FALSE,FALSE,FALSE
EPM2AIP1,0.25,0.5,0,0,0,0.15,1,0.3,0.045,0.0604745922536115,FALSE,FALSE,FALSE
EPN1,0.25,0.5,0.99273756071785,0,0,0.34854751214357,1,0.3,0.104564253643071,0.140521791185954,FALSE,FALSE,FALSE
EPN2,0.25,0.25,0,0,0,0.1,1,0.3,0.03,0.040316394835741,FALSE,FALSE,FALSE
EPN3,0.5,0.75,0.956133123283749,0,0,0.44122662465675,1,0.7,0.308858637259725,0.415068892273065,FALSE,FALSE,FALSE
EPO,0.25,0.5,0.935768297610268,0,0,0.337153659522054,1,1,0.337153659522054,0.453094001920203,FALSE,FALSE,FALSE
EPOR,0,0.25,0,0,0,0.05,1,0.3,0.015,0.0201581974178705,FALSE,FALSE,FALSE
EPS15,0.5,0.375,0.336060209775125,0,0,0.242212041955025,1,1,0.242212041955025,0.325503877247662,FALSE,FALSE,FALSE
EPS15L1,0.5,0.375,0.97538853684737,0,0,0.370077707369474,1,0.7,0.259054395158632,0.348137975971649,FALSE,FALSE,FALSE
EPS8,0.25,0.125,0,0,0,0.075,1,1,0.075,0.100790987089352,FALSE,FALSE,FALSE
EPS8L1,0.75,0.875,0.993730209769163,0,0,0.523746041953833,1,1,0.523746041953833,0.703851740702242,FALSE,FALSE,FALSE
EPS8L3,0.5,0,0.399741167268889,0,0,0.179948233453778,1,0.7,0.125963763417644,0.169280160698054,FALSE,FALSE,FALSE
EPSTI1,0,0.125,0,0,0,0.025,1,0.3,0.0075,0.0100790987089352,FALSE,FALSE,FALSE
EPX,0,0,0,0,0,0,1,0.3,0,0,FALSE,FALSE,FALSE
EPYC,0.25,0.25,0.991755712623671,0,0,0.298351142524734,1,0.7,0.208845799767314,0.280663657440171,FALSE,FALSE,FALSE
EQTN,0.25,0,0.315964405461736,0,0,0.113192881092347,1,1,0.113192881092347,0.152117629557138,FALSE,FALSE,FALSE
ERBB2,0.25,0,0,0,0,0.05,1,0.7,0.035,0.0470357939750311,FALSE,FALSE,FALSE
ERBB4,0.25,0.25,0.96049996066331,0,0,0.292099992132662,1,1,0.292099992132662,0.392547287144574,FALSE,FALSE,FALSE
ERC1,0.25,0.375,0,0,0,0.125,1,1,0.125,0.167984978482254,FALSE,FALSE,FALSE
ERC2,0,0.125,0,0,0,0.025,1,0.3,0.0075,0.0100790987089352,FALSE,FALSE,FALSE
ERCC6,0.25,0.25,0,0,0,0.1,1,0.3,0.03,0.040316394835741,FALSE,FALSE,FALSE
ERCC6L2,0,0.25,0,0,0,0.05,1,0.7,0.035,0.0470357939750311,FALSE,FALSE,FALSE
ERCC8,0,0.5,0,0,0,0.1,1,0.7,0.07,0.0940715879500622,FALSE,FALSE,FALSE
EREG,0.25,0.375,0.997329008944534,0,0,0.324465801788907,1,1,0.324465801788907,0.436043045853894,FALSE,FALSE,FALSE
ERG,0.25,0.25,0.605593315856326,0,0,0.221118663171265,1,1,0.221118663171265,0.297156910998798,FALSE,FALSE,FALSE
ERGIC2,0.25,0.125,0,0,0,0.075,1,0.7,0.0525,0.0705536909625467,FALSE,FALSE,FALSE
ERH,0.5,0.5,0.986954336021252,0,0,0.39739086720425,1,0.7,0.278173607042975,0.373831899147562,FALSE,FALSE,FALSE
ERICH1,0.25,0.25,0.983911517054012,0,0,0.296782303410802,1,0.7,0.207747612387562,0.279187825573314,FALSE,FALSE,FALSE
ERICH2,0,0.5,0,0,0,0.1,1,0.3,0.03,0.040316394835741,FALSE,FALSE,FALSE
ERICH3,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
ERICH4,0.25,0,0.981482181924475,0,0,0.246296436384895,1,0.3,0.0738889309154685,0.0992978437592938,FALSE,FALSE,FALSE
ERICH5,0.5,0.875,0.98140267645297,0,0,0.471280535290594,1,1,0.471280535290594,0.633344404639165,FALSE,FALSE,FALSE
ERICH6B,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
ERLEC1,0.5,0.25,0.293919432284012,0,0,0.208783886456802,1,0.3,0.0626351659370407,0.0841741360173296,FALSE,FALSE,FALSE
ERMAP,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
ERMARD,0,0.125,0,0,0,0.025,1,0.7,0.0175,0.0235178969875156,FALSE,FALSE,FALSE
ERN1,0.5,0.875,0.97345814818204,0.3,0,0.499691629636408,1,0.3,0.149907488890922,0.201457650365363,FALSE,FALSE,FALSE
ERN2,0.5,0.75,0.998544667438606,0.3,0,0.479708933487721,1,1,0.479708933487721,0.644671158957439,FALSE,FALSE,FALSE
ERO1A,0.5,0.75,0.952260005292008,0.3,0,0.470452001058402,1,0.7,0.329316400740881,0.442561667938482,FALSE,FALSE,FALSE
ERO1B,0.5,0.375,0,0,0,0.175,1,0.3,0.0525,0.0705536909625467,FALSE,FALSE,FALSE
ERP27,0.75,0.625,0.956569919293406,0.3,0,0.496313983858681,1,0.7,0.347419788701077,0.466890445834077,FALSE,FALSE,FALSE
