gene_symbol,score_layer,score_direction,score_early,score_serum,score_rescue,positive_score,leakage_mult,het_mult,audit_score_raw,audit_score,is_hk,is_plasma_hi,rescue_eligible
A1BG,0.25,0.375,0,0,0,0.125,1,0.3,0.0375,0.0503954935446762,FALSE,FALSE,FALSE
A1CF,0.5,0.25,0,0,0,0.15,1,0.3,0.045,0.0604745922536115,FALSE,FALSE,FALSE
A2ML1,0.75,0.75,0.974940854864494,0.3,0,0.524988170972899,1,0.7,0.367491719681029,0.493864708984194,FALSE,FALSE,FALSE
A4GNT,0,0.375,0,0,0,0.075,1,0.7,0.0525,0.0705536909625467,FALSE,FALSE,FALSE
AAAS,0.25,0.125,0,0,0,0.075,1,0.7,0.0525,0.0705536909625467,FALSE,FALSE,FALSE
AACS,0,0.125,0,0,0,0.025,1,0.3,0.0075,0.0100790987089352,FALSE,FALSE,FALSE
AADAC,0.5,0.875,0.983858717306242,0,0,0.471771743461248,1,0.3,0.141531523038375,0.190201358817296,FALSE,FALSE,FALSE
AAGAB,0.5,0.875,0.364866110051941,0,0,0.347973222010388,1,0.7,0.243581255407272,0.327343935586168,FALSE,FALSE,FALSE
AAK1,0.25,0.125,0.969529732362176,0,0,0.268905946472435,1,0.7,0.188234162530705,0.252964093938764,FALSE,FALSE,FALSE
AANAT,0.25,0.125,0.72208046077161,0,0,0.219416092154322,1,1,0.219416092154322,0.294868860153632,FALSE,FALSE,FALSE
AAR2,0,0.375,0,0,0,0.075,1,0.7,0.0525,0.0705536909625467,FALSE,FALSE,FALSE
AARS1,0.5,0.625,0.343122956048595,0,0,0.293624591209719,1,0.7,0.205537213846803,0.276217315562862,FALSE,FALSE,FALSE
AARS2,0.5,0.875,0.677394917239799,0,0,0.41047898344796,1,1,0.41047898344796,0.551634425615384,FALSE,FALSE,FALSE
AASDH,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
AASS,0.5,0.875,0.779071701877548,0,0,0.43081434037551,1,0.7,0.301570038262857,0.405273891107828,FALSE,FALSE,FALSE
AATK,0.25,0.5,0.992956967573838,0,0,0.348591393514768,1,0.3,0.10457741805443,0.140539482572825,FALSE,FALSE,FALSE
ABAT,0.5,0.125,0,0,0,0.125,1,0.3,0.0375,0.0503954935446762,FALSE,FALSE,FALSE
ABCA1,0,0.5,0,0,0,0.1,1,1,0.1,0.134387982785803,FALSE,FALSE,FALSE
ABCA10,0.25,0.375,0.980492998619648,0,0,0.32109859972393,1,0.7,0.224769019806751,0.302062551645715,FALSE,FALSE,FALSE
ABCA12,0.25,0.125,0.992196614186832,0,0,0.273439322837366,1,1,0.273439322837366,0.367469590104297,FALSE,FALSE,FALSE
ABCA13,0.25,0.375,0.963797062737357,0,0,0.317759412547471,1,1,0.317759412547471,0.427030464634565,FALSE,FALSE,FALSE
ABCA2,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
ABCA3,0,0.25,0,0,0,0.05,1,0.3,0.015,0.0201581974178705,FALSE,FALSE,FALSE
ABCA4,0,0.125,0,0,0,0.025,1,0.3,0.0075,0.0100790987089352,FALSE,FALSE,FALSE
ABCA5,0,0.25,0,0,0,0.05,1,0.3,0.015,0.0201581974178705,FALSE,FALSE,FALSE
ABCA8,0.5,0.875,0.985788356546359,0,0,0.472157671309272,1,1,0.472157671309272,0.634523170040954,FALSE,FALSE,FALSE
ABCB1,0.25,0.125,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
ABCB10,0.25,0.375,0,0,0,0.125,1,0.7,0.0875,0.117589484937578,FALSE,FALSE,FALSE
ABCB11,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
ABCB4,0,0.375,0,0,0,0.075,1,0.7,0.0525,0.0705536909625467,FALSE,FALSE,FALSE
ABCB5,0.25,0.25,0.962505746806365,0,0,0.292501149361273,1,1,0.292501149361273,0.393086394251904,FALSE,FALSE,FALSE
ABCB7,0.25,0.125,0.635276615481458,0,0,0.202055323096292,1,1,0.202055323096292,0.271538072820443,FALSE,FALSE,FALSE
ABCB8,0.25,0.25,0,0,0,0.1,1,0.7,0.07,0.0940715879500622,FALSE,FALSE,FALSE
ABCC10,0,0.25,0,0,0,0.05,1,1,0.05,0.0671939913929016,FALSE,FALSE,FALSE
ABCC2,0.25,0.375,0.999445490732781,0,0,0.324889098146556,1,0.3,0.0974667294439669,0.130983571587044,FALSE,FALSE,FALSE
ABCC4,0.25,0.375,0,0,0,0.125,1,0.7,0.0875,0.117589484937578,FALSE,FALSE,FALSE
ABCC5,0,0,0,0,0,0,1,0.7,0,0,FALSE,FALSE,FALSE
ABCC6,0.25,0.25,0.998187177205228,0,0,0.299637435441046,1,0.3,0.0898912306323137,0.1208030115481,FALSE,FALSE,FALSE
ABCC8,0,0.125,0,0,0,0.025,1,0.3,0.0075,0.0100790987089352,FALSE,FALSE,FALSE
ABCC9,0,0.5,0,0,0,0.1,1,0.3,0.03,0.040316394835741,FALSE,FALSE,FALSE
ABCD1,0.25,0.25,0.976146202021072,0,0,0.295229240404214,1,1,0.295229240404214,0.396752620773073,FALSE,FALSE,FALSE
ABCD2,0,0.375,0,0,0,0.075,1,1,0.075,0.100790987089352,FALSE,FALSE,FALSE
ABCD3,0.25,0.125,0.554452890976014,0,0,0.185890578195203,1,0.7,0.130123404736642,0.174870218757779,FALSE,FALSE,FALSE
ABCD4,0.25,0.375,0.942535206110697,0,0,0.313507041222139,1,0.7,0.219454928855498,0.294921052012923,FALSE,FALSE,FALSE
ABCE1,0.25,0.5,0,0,0,0.15,1,1,0.15,0.201581974178705,FALSE,FALSE,FALSE
ABCF3,0.25,0.25,0,0,0,0.1,1,0.3,0.03,0.040316394835741,FALSE,FALSE,FALSE
ABCG2,0.25,0.5,0.995376704655988,0,0,0.349075340931198,1,0.3,0.104722602279359,0.140734592724031,FALSE,FALSE,FALSE
ABCG5,0.25,0.375,0.997401139155653,0,0,0.324480227831131,1,0.3,0.0973440683493392,0.13081872981631,FALSE,FALSE,FALSE
ABCG8,0.25,0,0.996847750662831,0,0,0.249369550132566,1,0.3,0.0748108650397699,0.100536812431556,FALSE,FALSE,FALSE
ABHD1,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
ABHD10,0.25,0.375,0,0,0,0.125,1,0.7,0.0875,0.117589484937578,FALSE,FALSE,FALSE
ABHD12,0.5,0.75,0.951727815961752,0,0,0.44034556319235,1,0.7,0.308241894234645,0.414240063762689,FALSE,FALSE,FALSE
ABHD12B,0,0.125,0,0,0,0.025,1,0.7,0.0175,0.0235178969875156,FALSE,FALSE,FALSE
ABHD14A,0,0.25,0,0,0,0.05,1,0.3,0.015,0.0201581974178705,FALSE,FALSE,FALSE
ABHD14B,0.25,0.25,0.973326406249626,0,0,0.294665281249925,1,0.7,0.206265696874948,0.277196309209322,FALSE,FALSE,FALSE
ABHD15,0,0.25,0,0,0,0.05,1,0.3,0.015,0.0201581974178705,FALSE,FALSE,FALSE
ABHD16A,0.25,0.25,0,0,0,0.1,1,0.3,0.03,0.040316394835741,FALSE,FALSE,FALSE
ABHD17A,0,0.375,0,0,0,0.075,1,1,0.075,0.100790987089352,FALSE,FALSE,FALSE
ABHD17B,0.5,0.75,0.82622880682591,0,0,0.415245761365182,1,1,0.415245761365182,0.558040402302218,FALSE,FALSE,FALSE
ABHD17C,0.5,0.875,0.993548971819458,0,0,0.473709794363892,1,0.7,0.331596856054724,0.445626325833087,FALSE,FALSE,FALSE
ABHD18,0.25,0.375,0.944664414066314,0,0,0.313932882813263,1,0.7,0.219753017969284,0.295321647959844,FALSE,FALSE,FALSE
ABHD2,0.25,0.25,0,0,0,0.1,1,0.7,0.07,0.0940715879500622,FALSE,FALSE,FALSE
ABHD5,0.25,0.125,0.548704034147089,0,0,0.184740806829418,1,0.3,0.0554222420488254,0.0744808331040816,FALSE,FALSE,FALSE
ABHD6,0.5,0.625,0.962076540381154,0,0,0.417415308076231,1,0.7,0.292190715653362,0.392669208653955,FALSE,FALSE,FALSE
ABHD8,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
ABI3,0.5,0.375,0.473626056381405,0,0,0.269725211276281,1,0.7,0.188807647893397,0.253734789349258,FALSE,FALSE,FALSE
ABI3BP,0.25,0.25,0.525031080995076,0,0,0.205006216199015,1,1,0.205006216199015,0.275503718535359,FALSE,FALSE,FALSE
ABL1,0.25,0.375,0.961317165250191,0,0,0.317263433050038,1,1,0.317263433050038,0.426363927792934,FALSE,FALSE,FALSE
ABL2,0.5,0.75,0.706488483911477,0,0,0.391297696782295,1,1,0.391297696782295,0.525857081393036,FALSE,FALSE,FALSE
ABLIM2,0.25,0.25,0,0,0,0.1,1,0.7,0.07,0.0940715879500622,FALSE,FALSE,FALSE
ABLIM3,0.5,0.75,0.952827595206227,0,0,0.440565519041245,1,1,0.440565519041245,0.592067113889334,FALSE,FALSE,FALSE
ABO,0.25,0.125,0.411539195920617,0,0,0.157307839184123,1,0.3,0.047192351755237,0.0634208495530436,FALSE,FALSE,FALSE
ABRA,0.25,0,0.503220465457981,0,0,0.150644093091596,1,1,0.150644093091596,0.202447557891764,FALSE,FALSE,FALSE
ABTB1,0,0.375,0,0,0,0.075,1,1,0.075,0.100790987089352,FALSE,FALSE,FALSE
ABTB2,0.5,0.875,0.710857142634347,0,0,0.417171428526869,1,1,0.417171428526869,0.560628267555979,FALSE,FALSE,FALSE
AC002094.3,0,0,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE
AC002310.4,0.25,0,0.967542906161032,0,0,0.243508581232206,1,1,0.243508581232206,0.327246270228291,FALSE,FALSE,FALSE
AC003002.1,0.25,0,0.991960828220184,0,0,0.248392165644037,1,1,0.248392165644037,0.333809220806992,FALSE,FALSE,FALSE
AC003002.3,0.25,0,0.488680255472356,0,0,0.147736051094471,1,0.3,0.0443208153283414,0.059561849673979,FALSE,FALSE,FALSE
AC004076.1,0,0,0,0,0,0,1,0.3,0,0,FALSE,FALSE,FALSE
AC005041.1,0.25,0.125,0.620968485609342,0,0,0.199193697121869,1,0.3,0.0597581091365606,0.0803077174195625,FALSE,FALSE,FALSE
AC005520.1,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
AC005670.2,0.25,0,0.965150865554635,0,0,0.243030173110927,1,1,0.243030173110927,0.32660334720462,FALSE,FALSE,FALSE
AC005697.1,0,0,0,0,0,0,1,0.3,0,0,FALSE,FALSE,FALSE
AC005702.1,0.25,0,0.995631319226441,0,0,0.249126263845288,1,1,0.249126263845288,0.334795760571321,FALSE,FALSE,FALSE
AC005726.1,0.25,0,0.338660505796355,0,0,0.117732101159271,1,0.3,0.0353196303477813,0.0474653387517857,FALSE,FALSE,FALSE
AC005833.1,0.25,0,0.995896630250089,0,0,0.249179326050018,1,0.3,0.0747537978150053,0.100460120939364,FALSE,FALSE,FALSE
AC005837.2,0.25,0,0.990514392157992,0,0,0.248102878431598,1,1,0.248102878431598,0.333420453557739,FALSE,FALSE,FALSE
AC006254.1,0.25,0.5,0.975445916388871,0,0,0.345089183277774,1,0.3,0.103526754983332,0.139127517665701,FALSE,FALSE,FALSE
AC006486.1,0.25,0,0.375819192342808,0,0,0.125163838468562,1,1,0.125163838468562,0.168205157695181,FALSE,FALSE,FALSE
AC006538.2,0.25,0,0.954122273386246,0,0,0.240824454677249,1,1,0.240824454677249,0.323639126695666,FALSE,FALSE,FALSE
AC007998.2,0.25,0,0.546075626644498,0,0,0.1592151253289,1,1,0.1592151253289,0.213965995219397,FALSE,FALSE,FALSE
AC008481.3,0.25,0,0.547442517406175,0,0,0.159488503481235,1,1,0.159488503481235,0.214333382603697,FALSE,FALSE,FALSE
AC008687.4,0.25,0.375,0.980686915621413,0,0,0.321137383124283,1,0.3,0.0963412149372848,0.129471015345552,FALSE,FALSE,FALSE
AC008758.1,0.25,0,0.476159673296961,0,0,0.145231934659392,1,1,0.145231934659392,0.195174267349553,FALSE,FALSE,FALSE
AC008764.1,0.25,0,0.779113084105256,0,0,0.205822616821051,1,0.3,0.0617467850463154,0.0829802588588292,FALSE,FALSE,FALSE
AC008764.4,0.25,0,0.569162268583353,0,0,0.163832453716671,1,0.3,0.0491497361150012,0.0660513389094955,FALSE,FALSE,FALSE
AC008770.2,0.25,0,0.988089177168471,0,0,0.247617835433694,1,0.3,0.0742853506301083,0.0998305842171634,FALSE,FALSE,FALSE
AC008878.2,0.25,0,0.954761614663801,0,0,0.24095232293276,1,1,0.24095232293276,0.323810966264871,FALSE,FALSE,FALSE
AC009163.5,0.25,0,0.991735631480265,0,0,0.248347126296053,1,1,0.248347126296053,0.333748693335777,FALSE,FALSE,FALSE
AC009690.1,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
AC010326.2,0.25,0,0.624313289170641,0,0,0.174862657834128,1,1,0.174862657834128,0.234994398508926,FALSE,FALSE,FALSE
AC010422.5,0.25,0,0.326659310561013,0,0,0.115331862112203,1,1,0.115331862112203,0.154992163001893,FALSE,FALSE,FALSE
AC010422.6,0.25,0,0.955681179179449,0,0,0.24113623583589,1,1,0.24113623583589,0.324058123105469,FALSE,FALSE,FALSE
AC010531.1,0.25,0,0.559547291016391,0,0,0.161909458203278,1,1,0.161909458203278,0.217586854818809,FALSE,FALSE,FALSE
AC010547.4,0.25,0,0.372736750549584,0,0,0.124547350109917,1,0.3,0.037364205032975,0.0502130014277667,FALSE,FALSE,FALSE
AC011005.1,0,0,0,0,0,0,1,0.3,0,0,FALSE,FALSE,FALSE
AC011448.1,0,0,0,0,0,0,1,0.3,0,0,FALSE,FALSE,FALSE
AC011498.4,0.25,0.125,0.9697876316513,0,0,0.26895752633026,1,0.3,0.080687257899078,0.10843397825575,FALSE,FALSE,FALSE
AC012184.2,0.25,0,0.448811904053883,0,0,0.139762380810777,1,1,0.139762380810777,0.187823844265015,FALSE,FALSE,FALSE
AC012254.2,0.25,0,0.958822872679413,0,0,0.241764574535883,1,1,0.241764574535883,0.324902534809452,FALSE,FALSE,FALSE
AC012309.1,0.25,0,0.379861007223521,0,0,0.125972201444704,1,0.3,0.0377916604334113,0.0507874501177219,FALSE,FALSE,FALSE
AC012651.1,0,0.25,0,0,0,0.05,1,0.3,0.015,0.0201581974178705,FALSE,FALSE,FALSE
AC013470.2,0.25,0,0.951232391771398,0,0,0.24024647835428,1,0.7,0.168172534847996,0.226003677181973,FALSE,FALSE,FALSE
AC013489.1,0.25,0,0.391308181415344,0,0,0.128261636283069,1,0.3,0.0384784908849207,0.051710467706664,FALSE,FALSE,FALSE
AC025165.3,0.25,0,0.981787242157065,0,0,0.246357448431413,1,1,0.246357448431413,0.331074805389551,FALSE,FALSE,FALSE
AC026464.3,0.25,0,0.995929279847143,0,0,0.249185855969429,1,1,0.249185855969429,0.334875845224852,FALSE,FALSE,FALSE
AC026464.6,0.25,0,0.420430251602682,0,0,0.134086050320536,1,1,0.134086050320536,0.180195538222926,FALSE,FALSE,FALSE
AC026786.1,0.25,0,0.569732373131938,0,0,0.163946474626388,1,1,0.163946474626388,0.220324360098841,FALSE,FALSE,FALSE
AC027796.3,0.25,0,0.88022760822491,0,0,0.226045521644982,1,0.3,0.0678136564934946,0.0911334050149013,FALSE,FALSE,FALSE
AC034102.2,0.25,0,0.469175964970122,0,0,0.143835192994024,1,1,0.143835192994024,0.193297214400736,FALSE,FALSE,FALSE
AC040162.1,0.25,0.5,0.659366844295516,0,0,0.281873368859103,1,0.3,0.084562010657731,0.113641180326041,FALSE,FALSE,FALSE
AC048338.1,0.25,0,0.610055619338373,0,0,0.172011123867675,1,1,0.172011123867675,0.231162279532957,FALSE,FALSE,FALSE
AC067968.1,0.25,0,0.751934460674714,0,0,0.200386892134943,1,1,0.200386892134943,0.269295902107313,FALSE,FALSE,FALSE
AC068896.1,0.25,0.125,0.768576344819074,0,0,0.228715268963815,1,0.3,0.0686145806891445,0.0922097508850785,FALSE,FALSE,FALSE
AC069257.3,0.25,0,0.954777250356505,0,0,0.240955450071301,1,1,0.240955450071301,0.323815168763275,FALSE,FALSE,FALSE
AC069368.1,0.25,0,0.418548924912733,0,0,0.133709784982547,1,0.3,0.040112935494764,0.0539069648475838,FALSE,FALSE,FALSE
AC073508.2,0.25,0,0.749873996357841,0,0,0.199974799271568,1,1,0.199974799271568,0.26874209882102,FALSE,FALSE,FALSE
AC073896.1,0.25,0,0.43043929331121,0,0,0.136087858662242,1,1,0.136087858662242,0.182885728072582,FALSE,FALSE,FALSE
AC079594.1,0.25,0,0.483263325935447,0,0,0.146652665187089,1,0.3,0.0439957995561268,0.0591250675339642,FALSE,FALSE,FALSE
AC090004.1,0.25,0.25,0.363968086484037,0,0,0.172793617296807,1,0.3,0.0518380851890422,0.0696641570003401,FALSE,FALSE,FALSE
AC090360.1,0,0.25,0,0,0,0.05,1,0.3,0.015,0.0201581974178705,FALSE,FALSE,FALSE
AC092647.5,0.25,0,0.336797434872779,0,0,0.117359486974556,1,0.3,0.0352078460923667,0.0473151141458619,FALSE,FALSE,FALSE
AC092835.1,0,0.25,0,0,0,0.05,1,1,0.05,0.0671939913929016,FALSE,FALSE,FALSE
AC093668.1,0.25,0,0.420277071782761,0,0,0.134055414356552,1,1,0.134055414356552,0.180154367168921,FALSE,FALSE,FALSE
AC096887.1,0.25,0.125,0.998278179867733,0,0,0.274655635973547,1,0.3,0.082396690792064,0.11073125063771,FALSE,FALSE,FALSE
AC099850.2,0.25,0,0.953847598970008,0,0,0.240769519794002,1,1,0.240769519794002,0.323565300814224,FALSE,FALSE,FALSE
AC104389.5,0.25,0,0.540380036241796,0,0,0.158076007248359,1,0.3,0.0474228021745078,0.063730547222823,FALSE,FALSE,FALSE
AC105052.1,0.25,0,0.469899277423581,0,0,0.143979855484716,1,0.3,0.0431939566454149,0.0580474870211474,FALSE,FALSE,FALSE
AC109583.1,0.25,0,0.851710503943927,0,0,0.220342100788785,1,0.3,0.0661026302366356,0.0888339913433731,FALSE,FALSE,FALSE
AC110275.1,0.25,0,0.384463566534599,0,0,0.12689271330692,1,1,0.12689271330692,0.170528557715342,FALSE,FALSE,FALSE
AC113554.1,0.25,0,0.995475795158884,0,0,0.249095159031777,1,0.3,0.074728547709533,0.100426187831968,FALSE,FALSE,FALSE
AC114490.2,0.25,0,0.400654207780737,0,0,0.130130841556148,1,0.3,0.0390392524668443,0.0524640638848489,FALSE,FALSE,FALSE
AC119396.1,0.25,0.5,0.959702338737788,0,0,0.341940467747558,1,0.7,0.23935832742329,0.321668827853998,FALSE,FALSE,FALSE
AC129492.3,0.25,0,0.686485410231687,0,0,0.187297082046337,1,1,0.187297082046337,0.251704770378744,FALSE,FALSE,FALSE
AC138696.1,0.25,0,0.386871535392694,0,0,0.127374307078539,1,1,0.127374307078539,0.171175761870243,FALSE,FALSE,FALSE
AC138969.1,0,0.25,0,0,0,0.05,1,0.3,0.015,0.0201581974178705,FALSE,FALSE,FALSE
AC233723.1,0,0,0,0,0,0,1,0.7,0,0,FALSE,FALSE,FALSE
AC244197.3,0,0.25,0,0,0,0.05,1,0.3,0.015,0.0201581974178705,FALSE,FALSE,FALSE
ACAA1,0.25,0.375,0.99351307917462,0,0,0.323702615834924,1,0.3,0.0971107847504772,0.13050522469363,FALSE,FALSE,FALSE
ACAA2,0.5,0.75,0.991656520774784,0,0,0.448331304154957,1,0.7,0.31383191290847,0.421752377095791,FALSE,FALSE,FALSE
ACACB,0.5,0.375,0,0,0,0.175,1,0.3,0.0525,0.0705536909625467,FALSE,FALSE,FALSE
ACAD10,0.5,0.75,0.937471171692387,0,0,0.437494234338477,1,0.3,0.131248270301543,0.176381902899502,FALSE,FALSE,FALSE
ACAD11,0,0.25,0,0,0,0.05,1,0.3,0.015,0.0201581974178705,FALSE,FALSE,FALSE
ACAD8,0.25,0.375,0,0,0,0.125,1,0.7,0.0875,0.117589484937578,FALSE,FALSE,FALSE
ACAD9,0.25,0.25,0,0,0,0.1,1,0.3,0.03,0.040316394835741,FALSE,FALSE,FALSE
ACADL,0.75,1,0.967961934987283,0,0,0.543592386997457,1,1,0.543592386997457,0.730522843463079,FALSE,FALSE,FALSE
ACADM,0.5,0.875,0.969881404899336,0,0,0.468976280979867,1,0.7,0.328283396685907,0.441173434626907,FALSE,FALSE,FALSE
ACADS,0.5,0.875,0.984754602976347,0,0,0.471950920595269,1,0.3,0.141585276178581,0.190273596578103,FALSE,FALSE,FALSE
ACADSB,0.5,0.75,0.969833963635506,0,0,0.443966792727101,1,0.3,0.13319003781813,0.178991405095434,FALSE,FALSE,FALSE
ACADVL,0.5,0.875,0.996075547865771,0,0,0.474215109573154,1,0.7,0.331950576701208,0.446101683874594,FALSE,FALSE,FALSE
ACAP1,0.5,0.375,0.977867299064453,0,0,0.370573459812891,1,0.7,0.259401421869023,0.348604338167472,FALSE,FALSE,FALSE
ACAP3,0.25,0.375,0,0,0,0.125,1,0.7,0.0875,0.117589484937578,FALSE,FALSE,FALSE
ACAT1,0.75,0.75,0.980775846287121,0,1,0.596155169257424,1,0.3,0.178846550777227,0.240348271871503,FALSE,FALSE,TRUE
ACBD3,0.25,0.25,0.989469748768032,0,0,0.297893949753606,1,1,0.297893949753606,0.400333669914826,FALSE,FALSE,FALSE
ACBD4,0.25,0.25,0.95857046189747,0,0,0.291714092379494,1,0.7,0.204199864665646,0.274420078975502,FALSE,FALSE,FALSE
ACCS,0.25,0.25,0.93618963470965,0,0,0.28723792694193,1,1,0.28723792694193,0.386013255813019,FALSE,FALSE,FALSE
ACE,0.25,0.375,0.996349553460568,0,0,0.324269910692114,1,0.3,0.0972809732076341,0.130733937528137,FALSE,FALSE,FALSE
ACE2,0.25,0.125,0.997962751309283,0,0,0.274592550261857,1,0.3,0.082377765078557,0.110705816753101,FALSE,FALSE,FALSE
ACIN1,0,0.25,0,0,0,0.05,1,1,0.05,0.0671939913929016,FALSE,FALSE,FALSE
ACKR1,0.25,0.5,0.982346539311756,0,0,0.346469307862351,1,0.7,0.242528515503646,0.325929179665704,FALSE,FALSE,FALSE
ACKR4,0.25,0.375,0.378150072191065,0,0,0.200630014438213,1,0.3,0.0601890043314639,0.0808867887799141,FALSE,FALSE,FALSE
ACLY,0,0.125,0,0,0,0.025,1,0.3,0.0075,0.0100790987089352,FALSE,FALSE,FALSE
ACMSD,0,0.375,0,0,0,0.075,1,0.3,0.0225,0.0302372961268057,FALSE,FALSE,FALSE
ACO1,0.5,0.75,0.992966611711931,0,0,0.448593322342386,1,0.7,0.31401532563967,0.421998861765424,FALSE,FALSE,FALSE
ACO2,0.5,0.625,0.998809404519068,0,0,0.424761880903814,1,0.3,0.127428564271144,0.171248677016901,FALSE,FALSE,FALSE
ACOT11,0.5,0.25,0.445484168534833,0,0,0.239096833706967,1,0.3,0.07172905011209,0.0963952235170557,FALSE,FALSE,FALSE
ACOT13,0.25,0.25,0,0,0,0.1,1,0.3,0.03,0.040316394835741,FALSE,FALSE,FALSE
ACOT2,0.25,0.25,0.567071125992621,0,0,0.213414225198524,1,0.7,0.149389957638967,0.200762150555574,FALSE,FALSE,FALSE
ACOX1,0.5,0.375,0.995346144532716,0,0,0.374069228906543,1,0.3,0.112220768671963,0.150811227284974,FALSE,FALSE,FALSE
ACOX2,0.5,1,0.978119058824631,0,0,0.495623811764926,1,0.3,0.148687143529478,0.199817652851097,FALSE,FALSE,FALSE
ACOX3,0.25,0.125,0.997700238383646,0,0,0.274540047676729,1,1,0.274540047676729,0.368948832011939,FALSE,FALSE,FALSE
ACOXL,0,0.25,0,0,0,0.05,1,0.3,0.015,0.0201581974178705,FALSE,FALSE,FALSE
ACP2,0.25,0.375,0.934007849666478,0,0,0.311801569933296,1,1,0.311801569933296,0.419023840127822,FALSE,FALSE,FALSE
ACP3,0,0.25,0,0,0,0.05,1,1,0.05,0.0671939913929016,FALSE,FALSE,FALSE
ACP4,0.25,0,0.990330680200919,0,0,0.248066136040184,1,1,0.248066136040184,0.333371076199089,FALSE,FALSE,FALSE
ACP5,0.5,0.875,0.878674782152604,0,0,0.450734956430521,1,0.3,0.135220486929156,0.181720084697234,FALSE,FALSE,FALSE
ACP7,0.25,0.375,0.717848277939769,0,0,0.268569655587954,1,0.7,0.187998758911568,0.252647739763601,FALSE,FALSE,FALSE
ACRBP,0,0.5,0,0,0,0.1,1,0.7,0.07,0.0940715879500622,FALSE,FALSE,FALSE
ACSBG1,0,0.125,0,0,0,0.025,1,0.3,0.0075,0.0100790987089352,FALSE,FALSE,FALSE
ACSBG2,0,0,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE
ACSF2,0.25,0.25,0.985145550041242,0,0,0.297029110008248,1,1,0.297029110008248,0.399171429226709,FALSE,FALSE,FALSE
ACSF3,0.5,0.75,0.60686260459649,0,0,0.371372520919298,1,1,0.371372520919298,0.49908003948423,FALSE,FALSE,FALSE
ACSL1,0.25,0.125,0,0,0,0.075,1,0.7,0.0525,0.0705536909625467,FALSE,FALSE,FALSE
ACSL3,0.25,0.25,0.984789747678133,0,0,0.296957949535627,1,1,0.296957949535627,0.399075798103012,FALSE,FALSE,FALSE
ACSL5,0.5,0.375,0.986831253869082,0,0,0.372366250773816,1,0.7,0.260656375541672,0.35029084509304,FALSE,FALSE,FALSE
ACSL6,0,0.5,0,0,0,0.1,1,0.3,0.03,0.040316394835741,FALSE,FALSE,FALSE
ACSM1,0.25,0.125,0.993880635229987,0,0,0.273776127045997,1,0.7,0.191643288932198,0.25754555014035,FALSE,FALSE,FALSE
ACSM3,0.5,0.625,0.986670506419209,0,0,0.422334101283842,1,1,0.422334101283842,0.567566279331906,FALSE,FALSE,FALSE
ACSM5,0.25,0.5,0.732046536156379,0,0,0.296409307231276,1,1,0.296409307231276,0.398338488777486,FALSE,FALSE,FALSE
ACSM6,0.25,0,0.994753622621143,0,0,0.248950724524229,1,0.7,0.17426550716696,0.234191899773127,FALSE,FALSE,FALSE
ACSS1,0.75,0.875,0.981997519599975,0,0,0.521399503919995,1,1,0.521399503919995,0.700698275573266,FALSE,FALSE,FALSE
ACSS2,0.25,0.125,0.99661725143397,0,0,0.274323450286794,1,0.3,0.0822970350860382,0.110597325344651,FALSE,FALSE,FALSE
ACTA2,0.5,0.75,0.418634638229215,0,0,0.333726927645843,1,1,0.333726927645843,0.448488886076285,FALSE,FALSE,FALSE
ACTB,0.75,0.75,0.555079146709794,0.4,1,0.551015829341959,0,0.3,0,0,TRUE,FALSE,TRUE
ACTBL2,0.75,0.625,0.989819233166714,0,0,0.472963846633343,1,0.7,0.33107469264334,0.444924600957683,FALSE,FALSE,FALSE
ACTC1,0,0.5,0,0,0,0.1,1,0.3,0.03,0.040316394835741,FALSE,FALSE,FALSE
ACTG2,0.5,0.25,0.980418475656312,0,0,0.346083695131262,1,0.7,0.242258586591884,0.325566427646231,FALSE,FALSE,FALSE
ACTL6A,0.25,0.125,0.790697505505747,0,0,0.233139501101149,1,1,0.233139501101149,0.31331147260672,FALSE,FALSE,FALSE
ACTL6B,0,0.125,0,0,0,0.025,1,0.3,0.0075,0.0100790987089352,FALSE,FALSE,FALSE
ACTN1,0.5,0.875,0.535448647066783,0,0,0.382089729413357,1,0.7,0.26746281058935,0.35943787585324,FALSE,FALSE,FALSE
ACTN2,0.5,0.375,0.97613595138327,0,0,0.370227190276654,1,0.3,0.111068157082996,0.149262255821206,FALSE,FALSE,FALSE
ACTR10,0.5,0.25,0.458112045224582,0,0,0.241622409044916,1,0.7,0.169135686331442,0.227298037031748,FALSE,FALSE,FALSE
